method_enc,team_size,budget_ratio,progress,velocity,open_tickets,absences,overscoped,team_issues,tech_debt,scope_creep,key_person_risk,unclear_requirements,meetings_per_week,doc_score,duration_planned,sprints_count,ai_score,delay_days,overrun_pct,success,risk_category,methodology,sector,budget
2,17,0.678,54,82,8,1,0,0,0,1,0,0,3,10.0,250,17,7.3,0,0.0,1,1,Scrum,Telecom,485000.0
0,6,0.456,11,42,21,0,0,0,0,1,0,1,3,2.6,249,17,3.4,53,0.0,0,3,Agile,E-commerce,277000.0
3,16,0.447,60,48,12,2,1,0,0,0,1,0,2,7.1,240,17,4.9,39,0.0,0,2,Waterfall,E-commerce,407000.0
1,21,0.549,39,57,11,2,0,0,1,1,1,0,2,6.2,116,8,4.6,44,0.0,0,2,Kanban,Finance,231000.0
2,7,0.433,63,99,0,0,0,0,0,0,0,0,2,10.0,320,22,10.0,0,0.0,1,0,Scrum,IT,254000.0
2,13,0.66,60,69,8,2,0,1,0,0,0,0,1,7.1,137,9,6.7,0,0.0,1,1,Scrum,Santé,256000.0
1,8,0.645,5,34,22,2,1,0,0,1,1,0,1,6.8,60,4,2.1,55,0.0,0,3,Kanban,Santé,115000.0
2,11,0.363,68,79,21,0,0,0,0,0,0,0,2,7.3,119,8,8.5,0,0.0,1,0,Scrum,Santé,18000.0
3,3,0.806,54,62,23,4,1,1,0,0,0,0,2,5.4,146,10,3.7,48,0.0,0,3,Waterfall,Industrie,404000.0
1,9,0.471,56,54,42,1,0,1,1,0,0,0,2,7.8,107,7,3.9,47,0.0,0,3,Kanban,Industrie,180000.0
2,23,0.939,59,80,1,2,1,0,0,1,1,0,2,5.2,76,5,4.5,39,0.0,0,2,Scrum,IT,303000.0
3,11,0.288,40,39,16,0,0,0,0,0,0,0,2,10.0,145,10,7.3,0,0.0,1,1,Waterfall,Education,490000.0
2,20,0.267,40,57,7,2,0,0,0,0,0,0,2,6.4,291,20,8.0,0,0.0,1,0,Scrum,E-commerce,303000.0
1,8,0.457,50,79,0,5,0,1,1,0,0,0,2,5.8,53,3,6.7,0,0.0,1,1,Kanban,Industrie,353000.0
0,10,0.642,49,72,7,0,1,0,1,0,0,0,1,10.0,385,27,6.9,0,0.0,1,1,Agile,IT,350000.0
1,9,0.558,60,82,3,0,0,0,0,0,0,0,1,8.5,75,5,9.5,0,0.0,1,0,Kanban,Finance,474000.0
0,2,0.367,45,63,9,0,0,0,0,0,0,1,2,1.5,364,26,7.4,0,0.0,1,1,Agile,IT,550000.0
3,19,0.625,66,45,0,0,0,0,0,0,0,0,2,9.3,107,7,8.8,0,0.0,1,0,Waterfall,Industrie,370000.0
1,7,0.414,70,62,20,0,0,1,1,0,0,1,2,1.3,279,19,5.5,0,0.0,0,2,Kanban,Logistique,437000.0
0,14,0.578,56,65,11,0,0,0,0,0,0,1,2,2.2,115,8,8.0,0,0.0,1,0,Agile,Logistique,520000.0
2,10,0.506,46,66,6,5,0,0,0,0,1,1,2,0.0,118,8,5.5,0,0.0,0,2,Scrum,Santé,398000.0
2,10,0.47,100,102,0,1,0,0,0,0,0,0,3,10.0,237,16,10.0,0,0.0,1,0,Scrum,Santé,394000.0
1,6,0.301,94,84,0,1,0,0,0,0,0,1,2,5.4,90,6,10.0,0,0.0,1,0,Kanban,Logistique,39000.0
3,24,0.371,27,29,2,2,0,0,0,0,1,1,2,2.2,71,5,5.6,0,0.0,0,2,Waterfall,Industrie,327000.0
1,9,0.828,55,73,5,1,1,0,1,0,0,0,3,7.2,303,21,5.2,33,0.0,0,2,Kanban,IT,266000.0
2,16,0.568,85,93,6,0,1,0,0,0,0,0,3,7.3,221,15,9.7,0,0.0,1,0,Scrum,Education,514000.0
2,14,0.413,80,89,12,1,0,0,0,0,0,1,1,4.6,125,8,8.3,0,0.0,1,0,Scrum,IT,213000.0
3,5,0.731,44,38,36,5,0,1,0,1,0,1,2,2.5,99,7,1.0,68,0.0,0,3,Waterfall,Telecom,466000.0
0,16,0.546,82,71,10,0,0,0,0,0,0,0,2,8.5,251,17,9.5,0,0.0,1,0,Agile,Industrie,535000.0
3,19,0.603,86,75,25,0,1,0,0,0,0,0,2,7.0,231,16,7.2,0,0.0,1,1,Waterfall,Santé,564000.0
0,18,0.617,47,70,1,0,0,0,0,0,0,0,3,5.3,191,13,8.5,0,0.0,1,0,Agile,E-commerce,155000.0
2,17,0.593,61,66,25,0,0,0,1,0,0,0,2,8.2,32,2,7.4,0,0.0,1,1,Scrum,Santé,344000.0
2,4,0.507,52,77,0,3,0,0,0,0,1,0,3,5.8,304,21,6.6,0,0.0,1,1,Scrum,Finance,417000.0
2,23,0.403,63,90,7,0,0,0,0,1,1,0,1,9.1,297,21,7.3,0,0.0,1,1,Scrum,Industrie,279000.0
3,23,0.558,34,49,15,3,0,1,0,0,0,0,2,8.3,175,12,5.5,0,0.0,0,2,Waterfall,Education,96000.0
1,16,0.576,18,48,20,2,0,0,0,0,0,0,3,7.1,157,11,6.5,0,0.0,1,1,Kanban,Finance,120000.0
1,5,0.483,60,90,11,0,0,0,0,0,0,1,1,2.7,203,14,7.9,0,0.0,1,0,Kanban,Education,480000.0
0,12,0.409,95,99,9,3,0,0,0,0,1,0,3,6.6,322,23,8.5,0,0.0,1,0,Agile,Education,172000.0
0,20,0.409,39,65,13,3,0,0,0,0,0,1,2,4.4,171,12,6.4,0,0.0,1,1,Agile,Telecom,137000.0
1,17,0.604,67,68,0,4,0,0,0,0,0,1,1,3.7,129,9,6.9,0,0.0,1,1,Kanban,Santé,599000.0
2,7,0.586,80,88,0,2,0,0,0,0,0,0,2,6.6,53,3,8.9,0,0.0,1,0,Scrum,IT,430000.0
1,8,0.578,68,83,19,0,0,0,1,0,0,1,2,1.0,96,6,7.0,0,0.0,1,1,Kanban,Industrie,549000.0
2,11,0.681,44,71,7,0,1,0,0,0,1,0,2,8.1,379,27,6.3,0,0.0,1,1,Scrum,Education,22000.0
1,18,0.331,33,62,18,0,0,0,0,0,0,0,3,5.1,54,3,7.0,0,0.0,1,1,Kanban,Education,591000.0
2,17,0.887,59,87,2,4,1,0,0,1,1,0,2,7.9,369,26,3.6,55,0.0,0,3,Scrum,Telecom,237000.0
1,5,0.835,19,21,12,0,0,0,0,1,0,0,1,8.5,59,4,3.5,48,0.0,0,3,Kanban,Finance,166000.0
2,14,0.566,39,37,15,0,0,0,0,0,0,0,1,3.0,283,20,5.9,0,0.0,0,2,Scrum,E-commerce,120000.0
2,12,0.427,79,92,3,0,0,0,0,1,0,0,2,8.5,284,20,9.4,0,0.0,1,0,Scrum,Education,326000.0
2,3,0.665,50,77,0,0,1,0,0,1,0,0,0,7.8,283,20,5.4,27,0.0,0,2,Scrum,IT,61000.0
1,9,0.281,86,87,7,5,0,1,0,0,0,0,2,9.1,94,6,6.8,0,0.0,1,1,Kanban,Industrie,72000.0
0,2,0.485,49,82,0,2,0,0,1,0,1,0,2,9.8,143,10,7.0,0,0.0,1,1,Agile,Logistique,497000.0
3,9,0.654,8,23,18,0,0,0,0,1,0,1,3,2.9,303,21,4.3,45,0.0,0,3,Waterfall,Finance,146000.0
3,22,0.432,24,35,0,2,0,0,0,0,1,0,2,8.3,136,9,5.9,0,0.0,0,2,Waterfall,Logistique,543000.0
2,14,0.258,74,102,1,5,0,1,0,0,1,0,2,0.4,93,6,6.3,0,0.0,1,1,Scrum,Industrie,575000.0
3,4,0.646,35,32,13,0,0,0,0,0,0,0,3,4.3,292,20,7.5,0,0.0,1,0,Waterfall,Logistique,325000.0
2,14,0.433,37,47,2,0,0,0,0,0,0,0,2,10.0,345,24,7.9,0,0.0,1,0,Scrum,Finance,256000.0
0,14,0.614,78,74,0,1,0,0,0,0,0,0,2,5.5,253,18,9.8,0,0.0,1,0,Agile,Industrie,578000.0
2,12,0.762,67,89,0,0,1,1,0,0,0,1,2,3.0,171,12,5.8,0,0.0,0,2,Scrum,Industrie,548000.0
3,11,0.591,20,35,22,2,1,1,0,0,0,1,3,5.1,290,20,3.0,53,0.0,0,3,Waterfall,E-commerce,433000.0
2,9,0.504,78,86,18,2,1,0,0,0,1,0,2,5.4,233,16,5.8,0,0.0,0,2,Scrum,Education,264000.0
0,10,0.658,84,93,8,0,0,0,1,0,0,0,2,4.0,230,16,9.0,0,0.0,1,0,Agile,Logistique,352000.0
2,5,0.853,50,66,25,2,1,0,0,1,1,1,3,2.7,343,24,2.0,58,0.0,0,3,Scrum,Industrie,229000.0
3,5,0.299,23,40,20,1,0,0,0,0,0,0,2,9.9,246,17,5.6,0,0.0,0,2,Waterfall,Logistique,288000.0
1,22,0.255,41,38,5,1,0,0,0,0,0,0,1,7.3,301,21,7.4,0,0.0,1,1,Kanban,Finance,412000.0
2,17,0.518,54,69,16,1,0,0,0,0,0,1,4,3.9,215,15,7.4,0,0.0,1,1,Scrum,Logistique,518000.0
2,7,0.381,51,97,3,3,0,0,1,0,1,0,1,4.6,291,20,6.5,0,0.0,1,1,Scrum,Education,249000.0
3,18,0.386,24,40,16,1,0,0,1,0,0,0,3,8.5,131,9,5.8,0,0.0,0,2,Waterfall,Finance,496000.0
3,10,0.641,47,40,30,0,0,0,0,0,0,0,1,7.0,193,13,6.3,0,0.0,1,1,Waterfall,Industrie,39000.0
2,23,0.581,74,107,0,3,1,0,0,0,0,0,3,6.4,281,20,7.5,0,0.0,1,0,Scrum,Telecom,569000.0
2,5,0.44,90,95,0,1,0,0,0,0,0,0,4,8.1,313,22,10.0,0,0.0,1,0,Scrum,E-commerce,173000.0
0,7,0.719,46,83,3,6,0,1,0,1,1,0,4,6.9,146,10,3.5,53,0.0,0,3,Agile,Logistique,227000.0
1,23,0.626,36,38,12,1,0,0,0,1,0,0,3,4.2,176,12,5.6,0,0.0,0,2,Kanban,Industrie,547000.0
3,5,0.264,42,57,0,5,0,1,0,0,0,0,2,7.9,43,3,5.7,0,0.0,0,2,Waterfall,Logistique,120000.0
1,9,0.653,46,42,23,1,0,1,0,0,0,0,3,7.4,357,25,5.6,0,0.0,0,2,Kanban,Santé,563000.0
2,9,0.477,76,74,0,0,0,0,0,0,0,0,0,4.4,331,23,9.5,0,0.0,1,0,Scrum,Telecom,290000.0
2,17,0.607,70,85,0,1,0,0,0,1,0,1,4,4.7,298,21,8.5,0,0.0,1,0,Scrum,E-commerce,414000.0
1,15,0.756,46,47,6,2,1,1,0,0,0,0,4,7.3,305,21,4.5,46,0.0,0,2,Kanban,Telecom,377000.0
2,24,0.359,62,59,17,4,0,0,0,0,1,0,0,9.5,96,6,5.6,0,0.0,0,2,Scrum,Industrie,314000.0
2,10,0.57,100,113,0,4,1,1,1,0,0,0,2,8.2,70,5,6.2,0,0.0,1,1,Scrum,Logistique,272000.0
0,22,0.446,75,89,8,1,0,0,0,0,0,1,0,0.0,81,5,7.5,0,0.0,1,0,Agile,Education,179000.0
1,23,0.809,67,92,21,0,1,0,0,1,1,0,3,4.5,285,20,5.2,35,0.0,0,2,Kanban,Logistique,285000.0
0,10,0.782,86,107,4,0,1,0,0,0,0,0,2,9.4,397,28,8.9,0,0.0,1,0,Agile,Education,125000.0
1,24,0.542,36,65,25,1,0,0,0,0,0,1,3,1.9,332,23,5.6,0,0.0,0,2,Kanban,Industrie,513000.0
1,9,0.773,53,70,0,0,1,0,0,1,0,0,3,6.6,152,10,6.2,0,0.0,1,1,Kanban,E-commerce,518000.0
0,11,0.759,52,71,7,0,0,0,1,0,0,0,2,6.1,38,2,6.4,0,0.0,1,1,Agile,Industrie,555000.0
2,20,0.446,52,67,15,4,0,1,0,0,0,0,4,5.5,162,11,6.3,0,0.0,1,1,Scrum,Finance,588000.0
0,23,0.568,71,74,1,4,0,0,0,0,1,0,2,7.4,163,11,7.6,0,0.0,1,0,Agile,Telecom,50000.0
2,13,0.359,58,79,0,1,0,0,0,0,1,0,2,6.9,42,3,7.6,0,0.0,1,0,Scrum,Santé,18000.0
0,14,0.56,53,79,4,4,1,0,0,0,1,0,2,7.1,368,26,5.9,0,0.0,0,2,Agile,Telecom,67000.0
1,2,0.426,15,26,2,0,0,0,0,1,0,0,2,4.7,197,14,5.0,36,0.0,0,2,Kanban,Industrie,418000.0
0,10,0.683,66,74,3,0,0,0,1,0,0,0,1,7.2,137,9,9.1,0,0.0,1,0,Agile,Telecom,122000.0
1,3,0.422,39,72,22,1,0,0,0,0,0,0,0,9.3,198,14,7.0,0,0.0,1,1,Kanban,Industrie,451000.0
1,14,0.439,22,58,19,1,0,0,0,1,0,0,2,7.8,353,25,5.3,36,0.0,0,2,Kanban,E-commerce,57000.0
2,15,0.442,89,100,0,0,0,0,1,0,0,0,3,8.1,191,13,10.0,0,0.0,1,0,Scrum,IT,291000.0
2,3,0.409,57,75,0,0,0,0,0,0,0,1,3,7.7,339,24,9.2,0,0.0,1,0,Scrum,Finance,173000.0
0,20,0.447,22,39,15,1,1,0,0,0,0,0,2,6.0,339,24,4.4,37,0.0,0,3,Agile,Logistique,137000.0
1,23,0.669,44,68,10,6,0,1,1,0,1,0,1,5.9,88,6,3.6,50,0.0,0,3,Kanban,E-commerce,189000.0
2,10,0.281,90,83,12,1,0,0,0,0,0,0,4,7.2,202,14,9.7,0,0.0,1,0,Scrum,E-commerce,333000.0
1,10,0.377,39,66,6,0,0,0,0,0,0,0,2,10.0,345,24,9.1,0,0.0,1,0,Kanban,IT,68000.0
3,24,0.476,34,50,0,4,0,1,0,0,0,0,2,5.6,319,22,4.9,32,0.0,0,2,Waterfall,Industrie,76000.0
2,15,0.488,29,74,10,2,0,1,0,0,0,0,3,7.6,249,17,5.6,0,0.0,0,2,Scrum,Logistique,278000.0
2,14,0.665,91,109,0,1,1,0,1,0,0,0,2,7.6,249,17,8.2,0,0.0,1,0,Scrum,Telecom,425000.0
3,5,0.812,27,62,10,4,1,0,0,0,0,0,3,9.1,47,3,4.1,39,0.0,0,3,Waterfall,IT,548000.0
2,10,0.633,60,62,13,1,0,0,0,0,0,1,3,3.4,316,22,7.9,0,0.0,1,0,Scrum,Industrie,560000.0
2,21,0.251,65,114,6,1,0,1,0,0,0,1,1,2.9,53,3,7.1,0,0.0,1,1,Scrum,Industrie,331000.0
2,8,0.711,77,109,0,0,0,0,0,1,0,1,3,4.2,292,20,8.2,0,0.0,1,0,Scrum,Industrie,23000.0
0,13,0.818,63,56,12,1,1,0,1,0,1,0,2,5.4,340,24,3.7,42,0.0,0,3,Agile,Logistique,34000.0
1,11,0.625,64,75,10,3,1,0,0,0,0,1,1,2.8,319,22,4.3,42,0.0,0,3,Kanban,Finance,421000.0
1,11,0.625,59,101,5,0,0,0,0,1,0,0,1,5.6,341,24,8.8,0,0.0,1,0,Kanban,IT,455000.0
3,22,0.759,38,34,12,1,1,0,1,0,0,0,3,6.2,133,9,4.2,42,0.0,0,3,Waterfall,Logistique,254000.0
2,4,0.682,16,25,18,2,0,1,0,1,0,0,2,5.2,232,16,3.2,48,0.0,0,3,Scrum,E-commerce,201000.0
2,22,0.45,70,80,0,1,0,1,1,0,0,0,4,5.2,269,19,7.8,0,0.0,1,0,Scrum,Finance,505000.0
3,21,0.302,34,57,0,1,0,1,0,0,0,1,2,3.1,33,2,5.9,0,0.0,0,2,Waterfall,Logistique,405000.0
0,16,0.273,69,90,0,3,0,1,0,0,0,0,3,5.8,389,27,8.4,0,0.0,1,0,Agile,E-commerce,293000.0
1,23,0.338,37,24,26,3,0,1,0,0,0,1,2,1.4,108,7,3.3,48,0.0,0,3,Kanban,IT,94000.0
0,20,0.446,88,91,0,0,0,0,0,1,0,0,2,6.4,323,23,10.0,0,0.0,1,0,Agile,E-commerce,270000.0
3,5,0.831,53,57,30,2,1,0,0,1,1,0,4,10.0,34,2,1.7,59,0.0,0,3,Waterfall,Industrie,371000.0
2,11,0.259,35,55,24,4,0,0,0,0,1,1,2,1.0,256,18,3.3,48,0.0,0,3,Scrum,Education,486000.0
0,12,0.656,41,73,22,1,1,0,0,1,0,0,4,7.5,377,26,4.4,40,0.0,0,3,Agile,Education,600000.0
0,24,0.792,10,45,0,1,1,0,1,0,0,0,2,8.1,276,19,3.9,46,0.0,0,3,Agile,Telecom,437000.0
2,6,0.361,63,59,32,1,0,0,0,0,0,0,2,5.1,37,2,7.4,0,0.0,1,1,Scrum,Telecom,56000.0
3,12,0.634,44,55,7,1,0,0,0,0,0,1,0,2.3,378,27,6.3,0,0.0,1,1,Waterfall,IT,315000.0
2,20,0.661,82,99,15,1,1,0,0,0,0,0,3,7.4,94,6,8.7,0,0.0,1,0,Scrum,Education,301000.0
2,23,0.443,26,62,5,1,0,0,0,0,1,0,2,6.5,293,20,7.1,0,0.0,1,1,Scrum,IT,253000.0
2,19,0.27,50,60,0,0,0,0,0,0,0,0,1,5.9,82,5,8.0,0,0.0,1,0,Scrum,Education,145000.0
1,23,0.393,5,34,12,2,0,0,0,0,0,1,3,4.0,288,20,5.0,39,0.0,0,2,Kanban,Education,244000.0
2,4,0.324,58,74,3,2,0,0,0,0,0,0,4,6.8,96,6,9.2,0,0.0,1,0,Scrum,Telecom,76000.0
1,22,0.492,58,55,6,0,0,0,0,0,0,0,3,8.2,274,19,8.5,0,0.0,1,0,Kanban,Santé,535000.0
2,18,0.27,60,70,15,3,0,0,0,0,1,0,0,3.1,201,14,6.2,0,0.0,1,1,Scrum,Logistique,290000.0
1,22,0.325,37,39,4,0,0,0,0,0,0,0,3,3.5,300,21,8.2,0,0.0,1,0,Kanban,IT,53000.0
2,16,0.609,53,93,2,1,0,1,0,0,1,0,4,6.0,87,6,6.8,0,0.0,1,1,Scrum,Santé,328000.0
1,19,0.817,19,33,14,1,1,0,0,1,1,0,4,6.0,60,4,1.4,64,0.0,0,3,Kanban,Telecom,542000.0
3,14,0.533,39,32,16,0,1,0,0,0,1,0,2,6.5,131,9,4.4,42,0.0,0,3,Waterfall,Education,508000.0
1,14,0.637,51,60,0,2,0,0,0,0,0,1,3,2.2,72,5,7.4,0,0.0,1,1,Kanban,Santé,467000.0
3,13,0.536,26,26,21,0,0,0,0,0,0,0,2,7.8,364,26,5.8,0,0.0,0,2,Waterfall,Santé,213000.0
0,9,0.268,59,68,8,0,0,0,0,0,0,0,1,5.0,87,6,8.7,0,0.0,1,0,Agile,E-commerce,145000.0
1,5,0.698,45,55,15,0,1,0,0,0,0,0,3,4.4,272,19,6.1,0,0.0,1,1,Kanban,Logistique,336000.0
2,3,0.388,57,64,6,2,0,0,1,0,0,0,4,7.5,88,6,7.6,0,0.0,1,0,Scrum,IT,199000.0
2,5,0.688,58,83,6,1,0,0,1,0,1,1,2,2.3,208,14,5.8,0,0.0,0,2,Scrum,IT,175000.0
1,11,0.65,58,60,8,0,0,0,0,1,0,0,0,6.8,249,17,7.0,0,0.0,1,1,Kanban,Finance,269000.0
2,14,0.609,52,61,7,4,0,0,0,0,0,0,3,6.1,179,12,7.8,0,0.0,1,0,Scrum,Education,373000.0
3,15,0.478,42,58,6,2,0,0,0,0,0,0,1,4.5,138,9,7.2,0,0.0,1,1,Waterfall,Telecom,73000.0
1,14,0.795,64,77,22,3,0,0,0,1,1,0,2,5.9,246,17,5.5,0,0.0,0,2,Kanban,Education,287000.0
3,24,0.387,52,84,0,1,0,0,0,0,1,0,4,5.0,130,9,8.9,0,0.0,1,0,Waterfall,Finance,30000.0
1,17,0.631,64,93,0,1,1,0,0,0,0,0,2,5.1,145,10,7.2,0,0.0,1,1,Kanban,Telecom,250000.0
3,22,0.492,52,74,0,2,0,0,1,0,0,0,2,6.2,214,15,7.2,0,0.0,1,1,Waterfall,E-commerce,418000.0
2,24,0.756,19,55,16,2,1,0,0,0,0,0,2,4.8,195,13,3.6,49,0.0,0,3,Scrum,Santé,365000.0
2,21,0.396,48,79,5,0,0,0,0,0,0,0,2,5.6,63,4,8.5,0,0.0,1,0,Scrum,Finance,85000.0
2,18,0.603,41,80,1,0,0,0,0,0,0,0,3,8.9,212,15,8.7,0,0.0,1,0,Scrum,Finance,346000.0
3,8,0.639,44,49,9,2,0,0,1,0,0,0,3,9.5,240,17,6.5,0,0.0,1,1,Waterfall,Finance,439000.0
3,9,0.551,41,48,10,0,0,0,0,0,0,1,1,1.6,394,28,6.7,0,0.0,1,1,Waterfall,Logistique,292000.0
1,23,0.68,54,67,0,0,0,0,0,1,0,1,0,2.8,315,22,6.4,0,0.0,1,1,Kanban,Santé,90000.0
2,17,0.823,96,106,0,1,1,0,1,0,0,0,3,2.8,276,19,7.0,0,0.0,1,1,Scrum,Logistique,558000.0
2,16,0.619,57,62,15,2,0,0,0,0,0,0,3,3.6,122,8,7.2,0,0.0,1,1,Scrum,E-commerce,571000.0
2,17,0.595,66,70,2,5,1,1,0,0,1,0,1,6.1,43,3,4.8,37,0.0,0,2,Scrum,IT,37000.0
2,13,0.391,31,62,13,1,0,0,0,1,1,0,4,8.9,49,3,5.9,0,0.0,0,2,Scrum,E-commerce,521000.0
2,3,0.537,54,93,7,0,1,0,0,1,0,0,2,5.9,214,15,6.3,0,0.0,1,1,Scrum,Telecom,254000.0
1,22,0.382,67,94,3,0,0,0,0,0,0,0,3,5.5,303,21,10.0,0,0.0,1,0,Kanban,Education,424000.0
2,17,0.634,49,63,9,1,0,0,0,0,0,0,3,6.3,156,11,7.7,0,0.0,1,0,Scrum,IT,489000.0
2,10,0.683,56,68,0,4,0,0,0,1,0,0,3,7.4,121,8,6.7,0,0.0,1,1,Scrum,E-commerce,586000.0
0,18,0.534,51,77,0,3,1,1,1,0,0,1,3,3.9,203,14,3.7,44,0.0,0,3,Agile,IT,185000.0
3,14,1.107,70,84,13,0,1,0,0,1,0,0,1,8.2,119,8,3.8,54,10.7,0,3,Waterfall,E-commerce,185000.0
1,17,0.367,24,71,17,1,0,0,0,0,0,0,3,10.0,113,8,7.0,0,0.0,1,1,Kanban,IT,226000.0
0,5,0.595,94,96,19,0,0,0,0,0,0,0,3,4.3,314,22,9.9,0,0.0,1,0,Agile,Santé,475000.0
2,15,0.483,34,63,2,3,0,0,0,1,1,0,1,10.0,190,13,5.1,39,0.0,0,2,Scrum,Education,435000.0
1,15,0.575,70,74,17,1,0,0,0,1,1,1,1,2.0,178,12,5.2,42,0.0,0,2,Kanban,E-commerce,557000.0
2,9,0.548,94,89,0,2,1,1,0,1,0,0,3,4.8,303,21,5.9,0,0.0,0,2,Scrum,Education,362000.0
1,23,0.309,54,66,16,5,0,1,0,0,1,1,3,0.0,122,8,4.3,38,0.0,0,3,Kanban,E-commerce,596000.0
2,3,0.368,76,115,0,5,0,1,0,0,0,0,2,3.9,54,3,7.8,0,0.0,1,0,Scrum,Finance,526000.0
0,12,0.483,50,59,16,2,0,1,0,0,0,1,1,3.4,42,3,5.5,0,0.0,0,2,Agile,E-commerce,106000.0
2,23,0.382,77,80,8,2,0,1,0,1,0,1,1,3.8,183,13,5.7,0,0.0,0,2,Scrum,IT,495000.0
1,19,0.779,61,90,23,3,1,0,0,1,0,0,4,8.3,283,20,4.3,45,0.0,0,3,Kanban,Santé,309000.0
2,19,0.716,83,92,8,1,0,0,0,1,0,0,2,6.3,219,15,8.7,0,0.0,1,0,Scrum,Logistique,321000.0
1,23,0.44,58,79,14,0,1,0,1,0,0,0,2,8.7,294,21,7.2,0,0.0,1,1,Kanban,Education,102000.0
2,20,0.943,49,56,18,0,1,0,0,0,0,0,3,5.9,64,4,4.1,44,0.0,0,3,Scrum,Telecom,95000.0
3,8,0.668,35,49,15,4,1,0,0,0,0,0,2,5.7,207,14,4.1,42,0.0,0,3,Waterfall,Education,539000.0
2,11,0.585,50,81,13,4,0,0,0,0,1,0,2,5.9,96,6,6.8,0,0.0,1,1,Scrum,Santé,486000.0
2,8,0.574,40,71,0,1,0,0,0,0,0,0,2,6.7,371,26,8.4,0,0.0,1,0,Scrum,Finance,473000.0
1,2,0.437,63,64,0,3,0,1,0,0,0,0,4,4.0,114,8,7.7,0,0.0,1,0,Kanban,Education,77000.0
1,6,0.584,29,38,5,2,0,0,0,0,0,0,3,9.0,157,11,7.1,0,0.0,1,1,Kanban,Logistique,110000.0
1,19,0.699,28,26,5,0,1,0,1,0,0,0,1,6.1,30,2,4.0,45,0.0,0,3,Kanban,Telecom,18000.0
1,18,0.369,57,54,17,5,1,1,0,0,1,1,3,5.7,321,22,1.5,67,0.0,0,3,Kanban,E-commerce,461000.0
1,24,0.663,61,88,6,1,1,0,0,1,0,0,2,9.6,238,17,6.2,0,0.0,1,1,Kanban,Education,497000.0
1,24,0.632,78,77,21,1,0,1,0,0,0,0,3,6.9,172,12,8.3,0,0.0,1,0,Kanban,Santé,393000.0
1,6,0.257,18,42,14,0,0,0,0,0,0,0,3,5.8,333,23,5.7,0,0.0,0,2,Kanban,Industrie,567000.0
2,11,0.769,66,86,5,0,1,0,0,0,0,1,3,2.8,111,7,6.8,0,0.0,1,1,Scrum,Education,20000.0
2,8,0.59,53,85,13,1,0,0,0,0,0,1,2,3.8,48,3,6.6,0,0.0,1,1,Scrum,Education,420000.0
2,7,0.704,79,104,0,1,0,0,0,1,0,1,4,4.7,134,9,9.2,0,0.0,1,0,Scrum,Santé,468000.0
2,11,0.559,62,43,10,0,1,0,0,0,0,0,2,7.5,291,20,5.9,0,0.0,0,2,Scrum,Finance,69000.0
1,2,0.567,33,52,20,2,0,0,1,1,0,0,2,7.7,65,4,4.5,36,0.0,0,2,Kanban,Education,193000.0
1,6,0.78,45,77,1,1,1,0,0,1,0,0,3,6.1,244,17,5.4,35,0.0,0,2,Kanban,Finance,341000.0
2,2,0.419,60,58,0,0,0,0,1,0,0,1,1,1.7,258,18,7.3,0,0.0,1,1,Scrum,Finance,498000.0
2,2,0.411,93,106,0,0,0,0,0,0,0,1,3,2.3,361,25,10.0,0,0.0,1,0,Scrum,Telecom,95000.0
2,4,0.644,78,100,10,0,0,0,0,0,1,0,3,10.0,84,6,9.6,0,0.0,1,0,Scrum,Logistique,139000.0
2,17,0.318,61,80,19,0,0,0,0,0,0,0,2,7.6,287,20,8.5,0,0.0,1,0,Scrum,Industrie,406000.0
1,2,0.701,60,79,12,0,1,0,0,0,0,0,2,4.8,140,10,6.7,0,0.0,1,1,Kanban,Industrie,47000.0
1,16,0.688,35,59,0,2,0,1,0,1,0,0,2,9.0,202,14,5.9,0,0.0,0,2,Kanban,E-commerce,44000.0
1,6,0.373,51,80,11,3,0,0,0,0,0,0,2,7.1,40,2,6.9,0,0.0,1,1,Kanban,Santé,388000.0
2,14,0.588,47,74,0,0,0,0,1,0,0,0,1,6.8,304,21,8.9,0,0.0,1,0,Scrum,Santé,73000.0
2,17,0.752,83,69,5,0,0,0,1,0,0,0,1,8.6,345,24,8.7,0,0.0,1,0,Scrum,Telecom,469000.0
0,23,0.573,46,78,20,1,0,0,0,1,0,0,2,10.0,50,3,6.8,0,0.0,1,1,Agile,Logistique,498000.0
2,8,0.548,71,108,0,3,0,0,0,0,1,1,1,2.3,358,25,6.7,0,0.0,1,1,Scrum,Education,433000.0
2,13,0.871,83,103,0,0,1,0,0,0,0,0,1,7.3,252,18,7.5,0,0.0,1,0,Scrum,Santé,446000.0
2,3,0.776,45,69,14,0,1,0,0,0,0,0,2,7.1,227,16,6.0,0,0.0,1,1,Scrum,Telecom,456000.0
3,10,0.875,22,49,9,0,1,0,0,1,0,1,3,1.1,330,23,2.6,58,0.0,0,3,Waterfall,Industrie,162000.0
2,10,0.64,75,95,3,0,1,0,0,1,0,0,3,8.3,269,19,8.4,0,0.0,1,0,Scrum,IT,116000.0
2,11,0.664,82,84,16,3,0,1,1,0,0,0,2,10.0,203,14,6.1,0,0.0,1,1,Scrum,Telecom,317000.0
1,21,0.813,71,80,0,0,1,0,1,0,0,0,1,7.9,41,2,6.6,0,0.0,1,1,Kanban,Logistique,334000.0
